PreSynaptic Neuron,PostSynaptic Neuron,N,Inferred
Mi1-A,T4c-E,2,0
Mi1-A,T4b-F,5,0
Mi1-A,Tm5c-1,1,0
Mi1-A,C2-A,12,0
Mi1-A,Tm20-A,1,0
Mi1-A,Tm3p-A,9,0
Mi1-A,Pm2-1,19,0
Mi1-A,T4b-A,19,0
Mi1-A,T4c-F,7,0
Mi1-A,TmY3-B,2,0
Mi1-A,C2-home,1,0
Mi1-A,T4d-B,4,0
Mi1-A,T4a-home,2,0
Mi1-A,T4d-R,17,0
Mi1-A,Dm1-1,1,0
Mi1-A,Pm2-0,28,0
Mi1-A,Lawf2-0,1,0
Mi1-A,Tm3a-A,19,0
Mi1-A,T4b-home,3,0
Mi1-A,Tm3a-B,20,0
T3-A,T3-A,1,0
T3-A,Lawf2-0,2,0
T3-A,Mi1-A,1,0
T3-A,TmY5a-F,4,0
T3-A,Tm6_14-A,3,0
T3-A,T3-home,2,0
T3-A,Mi22-0,1,0
T3-A,Mi1-F,2,0
T3-A,Dm1-0,1,0
T3-A,Tm5c-1,2,0
T3-A,Mi2-0,1,0
T3-A,T3-F,5,0
Pm2-3,Mi1-F,8,0
Pm2-3,T2a-Q,1,0
Pm2-3,Tm1-O,6,0
Pm2-3,Tm3p-P,1,0
Pm2-3,Tm4-A,3,0
Pm2-3,T3-C,1,0
Pm2-3,Tm1-Q,4,0
Pm2-3,T2a-P,1,0
Pm2-3,Tm1-P,1,0
Pm2-3,T2-E,1,0
Pm2-3,Tm1-F,6,0
Pm2-3,Mi1-D,3,0
Pm2-3,Tm4-E,2,0
Pm2-3,Mi1-Q,5,0
Pm2-3,Pm3-1,2,0
Pm2-3,Tm4-F,2,0
Pm2-3,Pm2-5,1,0
Pm2-3,TmY5a-0,1,0
Pm2-3,Pm3-0,2,0
Pm2-3,Pm4-0,4,0
Pm2-3,Tm1-E,3,0
Pm2-3,T3-A,1,0
Pm2-3,T3-F,4,0
Pm2-3,T2-A,1,0
Pm2-3,Mi1-E,3,0
Pm2-3,T2-D-2nd,1,0
Pm2-3,T2-C,1,0
Pm2-3,Pm1-0,1,0
Pm2-3,Mi1-home,6,0
Pm2-3,Tm4-home,1,0
Pm2-3,T2-F,3,0
Pm2-3,Mi1-N,1,0
Pm2-3,T2a-F,1,0
Pm2-3,T2-home,1,0
Pm2-3,Pm1-1,2,0
Pm2-3,Pm2-3,1,0
Pm2-3,Tm16_like-3,1,0
Pm2-3,Tm4-C,1,0
Pm2-3,Tm2-home,1,0
Pm2-3,Tm1-home,6,0
Pm2-3,Pm2-6,1,0
Pm2-3,Mi1-O,6,0
Pm2-3,T3-J,1,0
Pm2-3,Tm1-D,2,0
Pm2-3,Tm2-D,1,0
Pm2-3,Tm4-D,1,0
Tm5b-D,Tm5a-C,3,0
Tm5b-D,Mi21,5,0
Tm5b-D,Dm8-L,1,0
Tm5b-D,Dm7_Mi16_like-0,2,0
Tm5b-D,Mi22-0,2,0
Tm5b-D,Dm2-C,2,0
Tm5b-D,Mi22-4,2,0
Tm5b-D,Tm5c-0,2,0
Tm5b-D,Tm5b-F,1,0
Tm5b-D,Dm2-K,1,0
Tm5b-D,Dm8-B_home,1,0
Tm5b-D,Tm5b-home,4,0
Tm3p-E,Tm3a-A,1,0
Tm3p-E,Mi1-D,1,0
Tm3p-E,T4d-E,8,0
Tm3p-E,Tm6_14-C,2,0
Tm3p-E,Tm3a-home,6,0
Tm3p-E,Dm6-6,4,0
Tm3p-E,TmY5a-D,5,0
Tm3p-E,Mi4-E,1,0
Tm3p-E,T2a-C,1,0
Tm3p-E,C3-E,3,0
Tm3p-E,Tm3a-B,1,0
Tm3p-E,Y3_Y6-1,1,0
Tm3p-E,T4b-home,7,0
Tm3p-E,T4c-D,4,0
Tm3p-E,Pm1-0,5,0
Tm3p-E,L1-F,2,0
Tm3p-E,Tm3p-D,2,0
Tm3p-E,Dm6-1,3,0
Tm3p-E,T3-K,2,0
Tm3p-E,Tm5b-F,1,0
Tm3p-E,T2-D,2,0
Tm3p-E,Tm9-E,1,0
Tm3p-E,Dm2-E,1,0
Tm3p-E,Tm4-D,1,0
Tm3p-E,Tm25_Y1-E,1,0
Tm3p-E,L5-E,1,0
Tm3p-E,T4a-D,8,0
Tm3p-E,Mi1-E,3,0
Tm3p-E,T3-home,6,0
Tm3p-E,Tm3p-N,1,0
Tm3p-E,Tm3a-D,1,0
Tm3p-E,Mi4-home,1,0
Tm3p-E,T4c-home,3,0
Tm3p-E,T3-C,8,0
Tm3p-E,Tm3p-P,1,0
Tm3p-E,T4a-E,4,0
Tm3p-E,Dm1-2,1,0
Tm3p-E,Mi9-E,1,0
Tm3p-E,C2-D,1,0
Tm3p-E,L1-home,4,0
Tm3p-E,L1-D,1,0
Tm3p-E,T2a-home,5,0
Tm3p-E,T4d-D,9,0
Tm3p-E,T4c-B,1,0
Tm3p-E,T4a-F,3,0
Tm3p-E,TmY13_like-1,1,0
Tm3p-E,T2a-D,1,0
Tm3p-E,TmY3-B,2,0
Tm3p-E,T4b-E,3,0
Tm3p-E,Mi4-F,1,0
Tm3p-E,L4-D,1,0
Tm3p-E,Pm4-0,3,0
Tm3p-E,TmY3-P,1,0
Tm3p-E,T4c-E,6,0
Tm3p-E,T4a-home,6,0
Tm3p-E,L1-E,8,0
Tm3p-E,TmY5a-E,10,0
Tm3p-E,T4d-C,1,0
Tm3p-E,T2a-E,2,0
Tm3p-E,T3-D,12,0
Tm3p-E,T4b-D,7,0
Tm3p-E,TmY3-home,15,0
Tm3p-E,Pm4-3,11,0
Tm3p-E,Tm3a-C,3,0
Tm3p-E,Pm2-1,2,0
Tm3p-E,Mi2-2,1,0
Tm1-C,T2-K,5,0
Tm1-C,Pm2-0,36,0
Tm1-C,Mi1-C,1,0
Tm1-C,C3-C,1,0
Tm1-C,TmY4_like-1,13,0
Tm1-C,C3-home,4,0
Tm1-C,L2-C,4,0
Tm1-C,Mi4-C,2,0
Tm1-C,L5-C,14,0
Tm1-C,T2a-L,9,0
Tm1-C,Tm20-C,11,0
Tm1-C,Tm1-C,1,0
Tm1-C,TmY4_like-0,1,0
Tm1-C,Dm3x-1,9,0
Tm1-C,Y3_Y6-2,15,0
Tm1-C,Tm4-C,5,0
Tm1-C,Tm6_14-J,26,0
Tm1-C,Tm5Y-home,1,0
Tm1-C,T2a-B,3,0
Tm1-C,Tm6_14-K,8,0
Tm1-C,L4-K,1,0
Tm1-C,Pm4-0,61,0
Tm1-C,Pm2-4,42,0
Tm1-C,Dm2-C,3,0
Tm1-C,Dm3y-1,1,0
Tm1-C,Tm9-C,1,0
Tm1-C,Pm2-2,57,0
Tm1-C,Mi2-2,2,0
Tm1-C,Tm25_Y1-home,1,0
Tm1-C,Y3_Y6-4,16,0
Tm1-C,T3-C,2,0
Tm1-C,Dm3y-6,8,0
Tm1-C,Pm2-1,32,0
Tm1-C,Tm4-J,14,0
Tm1-C,T2a-C,23,0
Tm1-C,Pm2-7,3,0
Tm1-C,T2-J,2,0
Tm1-C,Mi9-C,10,0
Tm1-C,Pm2-8,14,0
Tm1-C,Dm3y-5,7,0
Tm1-C,Mi2-1,6,0
Tm1-C,Y3_Y6-1,12,0
Tm1-C,T2-C,11,0
Tm1-C,Tm4-K,4,0
Tm1-C,T1-C,3,0
Tm1-C,Tm28_TmY9-0,2,0
Tm1-C,Tm5b-home,1,0
Tm1-C,Tm25_Y1-E,1,0
Tm1-C,Dm3y-2,3,0
Tm1-C,T2-B,2,0
Tm1-C,Tm2-C,2,0
Tm1-C,Dm3x-3,4,0
Pm2-0,Mi1-O,2,0
Pm2-0,Y3_Y6-1,1,0
Pm2-0,Mi1-B,4,0
Pm2-0,T2a-D,1,0
Pm2-0,Mi4-B,1,0
Pm2-0,T2a-Q,4,0
Pm2-0,Tm25_Y1-D,1,0
Pm2-0,Pm4-6,2,0
Pm2-0,T3-B,6,0
Pm2-0,Tm2-A,2,0
Pm2-0,Y3_Y6-4,2,0
Pm2-0,Tm1-A,10,0
Pm2-0,Tm4-J,2,0
Pm2-0,Pm3-1,6,0
Pm2-0,Tm6_14-K,1,0
Pm2-0,Tm2-home,4,0
Pm2-0,T2-J,3,0
Pm2-0,Mi1-home,5,0
Pm2-0,Pm1-2,1,0
Pm2-0,Mi1-Q,2,0
Pm2-0,Mi4,1,0
Pm2-0,Tm16_like-0,1,0
Pm2-0,Tm5Y-home,1,0
Pm2-0,Tm4-C,4,0
Pm2-0,Y3_Y6-5,3,0
Pm2-0,T3-K,3,0
Pm2-0,Pm2-1,2,0
Pm2-0,T2-K,1,0
Pm2-0,TmY5a-0,2,0
Pm2-0,Tm4-D,2,0
Pm2-0,Tm1-P,2,0
Pm2-0,T2-E,2,0
Pm2-0,Tm6_14-A,1,0
Pm2-0,Tm1-home,7,0
Pm2-0,Mi1-D,9,0
Pm2-0,T2a-A,1,0
Pm2-0,TmY5a-D,1,0
Pm2-0,Tm1-F,2,0
Pm2-0,Mi1-A,7,0
Pm2-0,T3-C,6,0
Pm2-0,Tm2-B,3,0
Pm2-0,Y3_Y6-0,3,0
Pm2-0,Pm2-10,1,0
Pm2-0,Tm1-E,5,0
Pm2-0,T3-E,3,0
Pm2-0,T3-A,3,0
Pm2-0,T2-D-2nd,1,0
Pm2-0,Tm2-C,5,0
Pm2-0,Tm1-Q,8,0
Pm2-0,Pm4-3,1,0
Pm2-0,Pm1-1,7,0
Pm2-0,Tm28_TmY9-3,1,0
Pm2-0,Tm1-B,7,0
Pm2-0,Tm6_14-F,5,0
Pm2-0,Tm1-C,10,0
Pm2-0,Pm4-0,4,0
Pm2-0,TmY13_like-0,1,0
Pm2-0,Tm5Y-E,1,0
Pm2-0,Mi1-C,6,0
Pm2-0,Tm6_14-B,5,0
Pm2-0,Mi1-F,2,0
Pm2-0,Tm6_14-J,3,0
Pm2-0,TmY3-home,1,0
Pm2-0,Mi2-1,1,0
Pm2-0,T3-F,7,0
Pm2-0,Pm1-0,9,0
Pm2-0,Tm1-O,5,0
Pm2-0,T3-J,6,0
Pm2-0,T2a-L,1,0
Pm2-0,Tm4-K,1,0
Pm2-0,Tm2-D,4,0
Pm2-0,T3-P,1,0
Pm2-0,Y3_Y6-3,7,0
Pm2-0,TmY5a-F,3,0
Pm2-0,Tm4-B,3,0
Pm2-0,T3-D,7,0
Pm2-0,Tm1-D,15,0
Pm2-0,T2a-E,1,0
Pm2-0,Pm4-4,2,0
Pm2-0,Tm6_14-home,1,0
Pm2-0,Tm4-home,1,0
Pm2-0,Mi1-P,4,0
Pm2-0,Y3_Y6-2,3,0
Pm2-0,Pm2-2,1,0
Pm2-0,Pm2-9,1,0
Pm2-0,Tm4-A,2,0
Pm2-0,T3-home,3,0
Pm2-0,Mi1-E,4,0
Pm4-7,Tm4-F,1,0
Pm4-7,T2-F,1,0
Pm4-7,Mi1-P,1,0
Pm4-7,T2-D-2nd,1,0
Pm4-7,Y3_Y6-3,2,0
Pm4-7,T2-E,4,0
Pm4-7,Pm2-6,1,0
Pm4-7,T2a-Q,1,0
Pm4-7,Y3_Y6-0,17,0
Pm4-7,Pm2-10,8,0
Pm4-7,Pm4-7,1,0
Pm4-7,Tm1-P,6,0
Pm4-7,Tm5Y-E,2,0
Pm4-7,Mi9-P,2,0
Pm4-7,Mi2-0,2,0
Pm4-7,Tm22_like,3,0
Pm4-7,Pm3-0,8,0
Pm4-7,T3-F,3,0
Pm4-7,T2a-P,1,0
Pm4-7,Tm6_14-F,3,0
Mi4-F,Dm6-1,2,0
Mi4-F,T4a-A,10,0
Mi4-F,Mi9-F,49,0
Mi4-F,Pm1-1,1,0
Mi4-F,Mi4-Q,1,0
Mi4-F,T4d-E,2,0
Mi4-F,Dm6-0,1,0
Mi4-F,Dm9-0,1,0
Mi4-F,T4a-F,1,0
Mi4-F,Dm3y-3,2,0
Mi4-F,T4b-F,1,0
Mi4-F,Tm2-F,5,0
Mi4-F,Tm4-A,5,0
Mi4-F,T4c-P,6,0
Mi4-F,Tm22_like,1,0
Mi4-F,T4a-home,5,0
Mi4-F,Dm6-2,1,0
Mi4-F,Dm3y-4,3,0
Mi4-F,T4c-F,3,0
Mi4-F,Pm3-0,1,0
Mi4-F,Tm5b-F,1,0
Mi4-F,Dm6-4,2,0
Mi4-F,T4c-E,7,0
Mi4-F,Y3_Y6-3,19,0
Mi4-F,T4b-E,2,0
Mi4-F,Pm2-2,1,0
Mi4-F,Tm1-F,3,0
Mi4-F,Tm3a-home,3,0
Mi4-F,T3-F,2,0
Mi4-F,TmY3-B,1,0
Mi4-F,T4b-P,8,0
Mi4-F,Tm5Y-F,2,0
Mi4-F,Mi9-Q,1,0
Mi4-F,Tm16_like-0,5,0
Mi4-F,TmY4_like-2,1,0
Mi4-F,T4c-A,1,0
Mi4-F,Dm6-6,4,0
Mi4-F,Tm5Y-Q,2,0
Mi4-F,T4d-A,5,0
Mi4-F,T1-F,2,0
Mi4-F,Tm25_Y1-F,1,0
Mi4-F,Tm9-F,9,0
Mi4-F,TmY5a-E,3,0
Mi4-F,Pm2-6,1,0
Mi4-F,Tm16_like-3,3,0
Mi4-F,TmY13_like-0,5,0
Mi4-F,TmY4_like-4,1,0
Mi4-F,Tm20-F,15,0
Mi4-F,TmY5a-F,11,0
Mi4-F,TmY10_like-0,3,0
Mi4-F,Dm3x-0,5,0
Mi4-F,Tm3p-P,2,0
Mi4-F,TmY3-F,7,0
Mi4-F,TmY3-home,10,0
Mi4-F,Tm16_like-1,4,0
Mi4-F,T4d-R,1,0
Mi4-F,Tm6_14-home,2,0
Mi4-F,Y3_Y6-1,3,0
Mi4-F,Tm4-B,1,0
Mi4-F,TmY3-P,8,0
Mi4-F,Mi1-F,2,0
Mi4-P,TmY13_like-0,2,0
Mi4-P,T4b-3O,12,0
Mi4-P,Y3_Y6-1,1,0
Mi4-P,Dm6-1,1,0
Mi4-P,Pm4-7,1,0
Mi4-P,L5-F,1,0
Mi4-P,T4a-F,7,0
Mi4-P,T4c-P,3,0
Mi4-P,Dm4-6,1,0
Mi4-P,Tm2-P,2,0
Mi4-P,Tm25_Y1-E,1,0
Mi4-P,Dm3y-4,7,0
Mi4-P,T4d-Q,7,0
Mi4-P,TmY5a-E,4,0
Mi4-P,Y3_Y6-3,1,0
Mi4-P,Y3_Y6-0,16,0
Mi4-P,Tm6_14-F,1,0
Mi4-P,T4c-N,1,0
Mi4-P,Tm9-P,8,0
Mi4-P,Dm2-P,1,0
Mi4-P,L2-P,1,0
Mi4-P,Tm5c-2,1,0
Mi4-P,T4a-E,4,0
Mi4-P,Tm3p-P,3,0
Mi4-P,Tm16_like-1,3,0
Mi4-P,Tm16_like-3,7,0
Mi4-P,Mi9-P,46,0
Mi4-P,Tm16_like-0,2,0
Mi4-P,TmY3-P,10,0
Mi4-P,Pm2-3,1,0
Mi4-P,Y3_Y6-5,3,0
Mi4-P,Mi1-P,1,0
Mi4-P,T3-F,2,0
Tm3p-A,Dm1-1,1,0
Tm3p-A,L1-A,3,0
Tm3p-A,L1-B,1,0
Tm3p-A,Tm3a-B,4,0
Tm3p-A,Mi1-A,2,0
Tm3p-A,Tm3a-home,3,0
Tm3p-A,Dm6-2,2,0
Tm3p-A,Lawf1-0,4,0
Tm3p-A,Dm6-4,3,0
Tm3p-A,Tm3p-home,1,0
R7-B,Dm5_like-0,1,0
R7-B,Dm9-2,18,0
R7-B,Dm8-B_home,24,0
R7-B,R8-B,2,0
R7-B,Mi9-B,1,0
R7-B,Dm2-A,1,0
R7-B,Tm5b-B,14,0
R7-B,Dm8-A,4,0
R7-B,Dm8-C,9,0
R7-B,Dm7-0,10,0
R7-B,Tm5a-J,1,0
R7-B,L3-B,2,0
R7-B,Dm2-B,4,0
R7-B,Dm8-D,1,0
Pm2-6,Mi2-0,1,0
Pm2-6,T3-P,4,0
Pm2-6,Mi1-F,3,0
Pm2-6,T3-home,4,0
Pm2-6,Pm4-3,2,0
Pm2-6,Tm1-P,6,0
Pm2-6,Lawf2-0,2,0
Pm2-6,Tm2-P,2,0
Pm2-6,Pm4-7,3,0
Pm2-6,Tm4-E,2,0
Pm2-6,T3-C,1,0
Pm2-6,Pm2-1,1,0
Pm2-6,Tm1-F,2,0
Pm2-6,Mi1-E,2,0
Pm2-6,Pm1-0,7,0
Pm2-6,Tm2-F,1,0
Pm2-6,Tm1-O,4,0
Pm2-6,Mi1-O,4,0
Pm2-6,Pm1-1,2,0
Pm2-6,Mi1-P,3,0
Pm2-6,Tm2-home,1,0
Pm2-6,Tm2-E,2,0
Pm2-6,Y3_Y6-0,2,0
Pm2-6,C3-P,1,0
Pm2-6,Mi4-O,1,0
Pm2-6,Tm6_14-home,1,0
Pm2-6,T3-E,5,0
Pm2-6,T2a-E,1,0
Pm2-6,Pm3-0,2,0
Pm2-6,Y3_Y6-3,4,0
Pm2-6,T2-home,1,0
Pm2-6,Pm4-0,5,0
Pm2-6,T3-F,1,0
Pm2-6,Tm1-E,2,0
Pm2-6,Pm2-9,1,0
Pm2-6,Tm4-D,2,0
T4d-B,T4d-R,1,0
T4d-B,T4d-F,2,0
T4d-B,T4d-home,3,0
T4d-B,Mi4-home,1,0
T3-D,Tm25_Y1-E,2,0
T3-D,TmY5a-E,4,0
T3-D,Y3_Y6-1,1,0
T3-D,T3-C,9,0
T3-D,Mi2-1,1,0
T3-D,Mi1-E,3,0
T3-D,Mi1-D,2,0
T3-D,Lawf2-1,5,0
T3-D,Tm6_14-C,1,0
T3-D,Tm5c-0,1,0
T3-D,Mi2-2,1,0
T4a-L,T4c-home,1,0
T4a-L,Mi9-L,2,0
T4a-L,T4d-C,2,0
T4a-L,Mi9-K,1,0
T4a-L,C3-C,2,0
T4a-L,T4a-D,3,0
T4a-L,T4a-home,2,0
T4a-L,C2-E,1,0
T4a-L,T4a-C,2,0
T4a-L,Mi9-C,1,0
T4a-L,Mi1-L,1,0
TmY13_like-0,TmY5a-E,2,0
TmY13_like-0,Tm28_TmY9-2,1,0
TmY13_like-0,Mi22-0,1,0
TmY13_like-0,Mi4-home,2,0
TmY13_like-0,Tm23_24,undefined,0
TmY13_like-0,T3-C,3,0
TmY13_like-0,Pm4-4,2,0
TmY13_like-0,T2-home,1,0
TmY13_like-0,Tm6_14-C,1,0
TmY13_like-0,Pm3-0,1,0
TmY13_like-0,T3-home,2,0
TmY13_like-0,Mi22-4,1,0
TmY13_like-0,Y3_Y6-1,1,0
TmY13_like-0,Tm5b-home,2,0
TmY13_like-0,Tm16_like-0,1,0
TmY13_like-0,Lawf2-1,1,0
TmY13_like-0,Mi4-E,3,0
TmY13_like-0,T3-F,1,0
TmY13_like-0,Mi4-F,1,0
TmY13_like-0,Tm16_like-1,1,0
T1-P,L2-P,1,0
T1-P,Tm1-P,1,0
L1-home,C2-home,57,0
L1-home,Tm3p-E,17,0
L1-home,L5-D,4,0
L1-home,Mi1-home,150,0
L1-home,Tm3a-I,1,0
L1-home,Tm3p-home,10,0
L1-home,Tm3a-C,32,0
L1-home,Tm3a-home,15,0
L1-home,Tm3a-A,9,0
L1-home,C3-home,105,0
L1-home,Tm3a-B,46,0
L1-home,Tm3p-D,5,0
L1-home,L5-home,123,0
T4b-O,T4b-E,3,0
T4b-O,Mi4-P,1,0
T4b-O,T3-E,1,0
T4b-O,T4c-E,1,0
T4b-O,T4b-P,6,0
T4b-O,T4d-E,1,0
T4b-O,Mi4-O,1,0
T4b-O,Mi1-N,1,0
T4b-O,T4d-P,2,0
Tm4-B,Tm2-B,2,0
Tm4-B,C3-F,3,0
Tm4-B,Pm1-2,3,0
Tm4-B,Tm6_14-J,2,0
Tm4-B,T2-B,3,0
Tm4-B,C3-home,5,0
Tm4-B,TmY4_like-0,2,0
Tm4-B,Lawf2-0,3,0
Tm4-B,Pm4-6,12,0
Tm4-B,Tm4-home,1,0
Tm4-B,C3-B,2,0
Tm4-B,Pm2-1,5,0
Tm4-B,Pm4-2,1,0
Tm4-B,TmY3-B,2,0
Tm4-B,Tm4-C,2,0
Tm4-B,TmY3-home,1,0
Tm4-B,Pm2-0,1,0
Tm4-B,TmY5a-F,25,0
Tm4-B,T2a-A,5,0
Tm4-B,T2a-home,9,0
Tm4-B,TmY13_like-0,3,0
Tm4-B,Pm2-2,1,0
Tm4-B,TmY5a-0,14,0
Tm4-B,Mi22-0,1,0
Tm4-B,Pm4-0,26,0
Tm4-B,Tm25_Y1-home,2,0
Tm4-B,C3-A,2,0
Tm4-B,Tm4-J,2,0
Mi1-N,Pm2-3,2,0
Mi1-N,T2a-D,2,0
Mi1-N,Mi4-N,4,0
Mi1-N,Mi2-2,4,0
Mi1-N,Pm2-1,10,0
Mi1-N,T2a-E,6,0
Mi1-N,T4b-E,10,0
Mi1-N,T4a-E,20,0
Mi1-N,T2-D-2nd,1,0
Mi1-N,T4c-N,16,0
Mi1-N,T4c-home,2,0
Mi1-N,Mi9-N,1,0
Mi1-N,T4c-D,9,0
Mi1-N,T4d-E,2,0
Mi1-N,T4b-D,1,0
Mi1-N,Y3_Y6-1,5,0
Mi1-N,Pm2-5,3,0
Mi1-N,C2-E,4,0
Mi1-N,T4a-D,2,0
Mi1-N,T4b-O,3,0
Mi1-N,Pm2-8,5,0
Mi1-N,T4d-D,11,0
R8-D,Tm16_like-0,1,0
R8-D,L3-D,2,0
R8-D,C2-D,1,0
R8-D,Dm9-0,49,0
R8-D,L5-D,3,0
R8-D,R7-D,21,0
R8-D,Tm20-D,22,0
R8-D,Mi1-D,20,0
R8-D,L1-D,6,0
R8-D,Mi9-D,6,0
R8-D,Mi4-D,24,0
Tm5a-E,Y3_Y6-1,1,0
Tm5a-E,Tm5Y-E,1,0
Tm5a-E,Mi4-E,1,0
Tm5a-E,Dm8-Q,1,0
Tm5a-E,Tm5b-F,2,0
Tm5a-E,Tm25_Y1-F,1,0
Tm5a-E,TmY4_like-2,1,0
Tm5a-E,Dm8-F,1,0
T4d-P,T4d-E,1,0
T4d-P,T4d-F,1,0
T4d-P,T4c-N,1,0
L1-E,Tm3a-C,4,0
L1-E,Tm3a-D,24,0
L1-E,C2-E,59,0
L1-E,Tm3p-N,4,0
L1-E,Tm3p-E,29,0
L1-E,Tm3p-D,2,0
L1-E,Mi1-home,1,0
L1-E,Tm3a-home,22,0
L1-E,Mi1-E,154,0
L1-E,L5-E,117,0
L1-E,Tm3p-P,11,0
L1-E,C3-E,80,0
Tm20-A,Tm5Y-A,2,0
Tm20-A,Tm5Y-F,4,0
Tm20-A,Tm20-home,1,0
Tm20-A,Tm28_TmY9-1,2,0
Tm20-A,Dm3x-3,1,0
Tm20-A,Tm2-A,1,0
Tm20-A,Tm20-B,1,0
Tm20-A,C3-A,1,0
Tm20-A,Tm9-A,1,0
Tm20-A,Mi9-A,2,0
Tm20-A,Tm5Y-home,2,0
Tm20-A,Tm25_Y1-home,1,0
Mi1-O,C2-D,4,0
Mi1-O,T2-E,4,0
Mi1-O,T3-E,3,0
Mi1-O,T4b-P,10,0
Mi1-O,T4c-P,2,0
Mi1-O,T4a-E,8,0
Mi1-O,T4d-D,1,0
Mi1-O,T4b-E,6,0
Mi1-O,Mi4-O,6,0
Mi1-O,T2a-P,15,0
Mi1-O,Pm4-0,59,0
Mi1-O,Pm3-0,8,0
Mi1-O,Pm2-3,14,0
Mi1-O,T2a-E,2,0
Mi1-O,T4d-F,1,0
Mi1-O,T4d-E,2,0
Mi1-O,Tm1-O,1,0
Mi1-O,T4c-E,6,0
Mi1-O,T4a-P,22,0
Mi1-O,Pm2-0,36,0
Mi1-O,T4c-N,18,0
Mi1-O,Y3_Y6-0,29,0
Mi1-O,T4b-O,41,0
Mi1-O,Pm2-1,13,0
Mi1-O,Pm2-6,39,0
Mi1-O,T4d-P,5,0
Mi1-O,C2-E,6,0
Tm1-K,Y3_Y6-2,2,0
Tm1-K,T3-K,2,0
Tm1-K,Pm2-11,28,0
Tm1-K,Pm4-0,52,0
Tm1-K,Tm4-K,1,0
Tm1-K,Pm2-1,10,0
Tm1-K,Tm1-K,1,0
Tm1-K,Mi2-1,2,0
Tm1-K,Pm2-4,33,0
Tm1-K,Mi22-1,3,0
Tm1-K,Mi9-K,5,0
Tm1-K,Y3_Y6-4,8,0
Tm1-K,Tm6_14-K,3,0
Tm1-K,Tm2-K,2,0
Tm1-K,Mi1-K,2,0
Tm5c-0,T3-J,1,0
Tm5c-0,Tm5b-B,4,0
Tm5c-0,Dm2-C,6,0
Tm5c-0,Dm2-B,4,0
Tm5c-0,Tm25_Y1-home,2,0
Tm5c-0,Tm6_14-K,5,0
Tm5c-0,Tm5b-C,1,0
Tm5c-0,T3-C,2,0
Tm5c-0,Tm23_24,undefined,0
Tm5c-0,Tm5Y-home,3,0
Tm5c-0,Y3_Y6-1,2,0
Tm5c-0,Tm6_14-C,4,0
Tm5c-0,Pm4-0,1,0
Tm5c-0,Tm1-D,1,0
Tm5c-0,Tm5b-home,2,0
Tm5c-0,Dm2-E,1,0
Tm5c-0,Mi2-2,4,0
Tm5c-0,Mi4-home,4,0
Tm5c-0,Tm6_14-B,3,0
Tm5c-0,Mi4-D,1,0
Tm5c-0,TmY5a-E,2,0
Tm5c-0,Dm7_Mi16_like-0,5,0
Tm5c-0,Tm5a-L,1,0
Tm5c-0,Tm8_like,4,0
Tm5c-0,Tm6_14-J,6,0
Tm5c-0,Tm25_Y1-E,4,0
Tm5c-0,Tm16_like-0,1,0
Tm5c-0,C3-D,1,0
Tm5c-0,Tm25_Y1-D,1,0
Tm5c-0,Mi2-0,1,0
Tm5c-0,Tm20-home,1,0
Tm5c-0,Y3_Y6-2,1,0
Tm5c-0,Tm5Y-C,3,0
Tm5c-0,Dm2-home,4,0
Tm5c-0,Tm16_like-1,3,0
Tm5c-0,TmY5a-D,1,0
Tm5c-0,T2-C,1,0
Tm5c-0,Dm2-F,1,0
Tm5c-0,Tm5a-C,7,0
Tm5c-0,TmY5a-0,1,0
Tm5c-0,Tm5c_like,14,0
Tm5c-0,TmY10_like-1,1,0
Tm5c-0,TmY10_like-0,1,0
Tm5c-0,Mi4-C,1,0
Dm6-6,Tm2-E,4,0
Dm6-6,Tm3p-E,2,0
Dm6-6,Tm2-home,5,0
Dm6-6,L4-E,1,0
Dm6-6,Mi4-F,3,0
Dm6-6,Tm1-home,5,0
Dm6-6,Tm4-J,2,0
Dm6-6,Tm4-B,2,0
Dm6-6,Tm2-F,11,0
Dm6-6,Tm1-D,2,0
Dm6-6,Tm1-E,1,0
Dm6-6,L2-home,8,0
Dm6-6,L2-Q,2,0
Dm6-6,T1-A,1,0
Dm6-6,Tm6_14-home,2,0
Dm6-6,Mi1-home,4,0
Dm6-6,T1-home,5,0
Dm6-6,Tm1-F,3,0
Dm6-6,T3-B,2,0
Dm6-6,Mi1-D,2,0
Dm6-6,Tm2-Q,3,0
Dm6-6,L4-home,3,0
Dm6-6,Tm4-home,1,0
Dm6-6,L2-E,9,0
Dm6-6,T1-F,7,0
Dm6-6,L2-B,1,0
Dm6-6,L4-C,4,0
Dm6-6,Mi4,1,0
Dm6-6,Tm1-C,1,0
Dm6-6,Mi1-A,2,0
Dm6-6,Tm4-C,3,0
Dm6-6,T1-Q,2,0
Dm6-6,L2-A,4,0
Dm6-6,Mi1-E,3,0
Dm6-6,T3-A,2,0
Dm6-6,L5-home,1,0
Dm6-6,L2-F,16,0
Dm6-6,T1-E,3,0
Dm6-6,Mi1-P,1,0
Dm6-6,T3-C,2,0
Dm6-6,L2-D,3,0
Dm6-6,Tm2-B,1,0
Dm6-6,TmY3-home,3,0
Dm6-6,L2-C,1,0
Dm6-6,Tm2-C,1,0
Dm6-6,TmY3-F,3,0
Dm6-6,Mi9-D,1,0
Dm6-6,Mi1-F,3,0
Dm6-6,T3-D,1,0
Dm6-6,Tm2-A,4,0
